"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"Cd83.1",4.96879889766582e-48,-0.546311933996599,0.059,0.218,7.18388944624524e-44,"1","Cd83"
"Jun",6.93053701618134e-48,-0.511211089415934,0.058,0.217,1.0020170417995e-43,"1","Jun"
"Ctsz",8.85622647213348e-48,0.362515315198232,0.428,0.229,1.28043322334106e-43,"1","Ctsz"
"Acadl",9.19241189453459e-48,0.291445496112087,0.34,0.158,1.32903891171181e-43,"1","Acadl"
"Ak2",9.61645125628533e-48,0.344413632385384,0.537,0.326,1.39034652263373e-43,"1","Ak2"
"Cox5b",1.07737429658983e-47,0.314439166244862,0.569,0.352,1.55766775800958e-43,"1","Cox5b"
"Far1",1.14053608195401e-47,0.312392395222421,0.469,0.26,1.64898706728911e-43,"1","Far1"
"Rps20.1",1.19397899203922e-47,-0.313330179078507,0.913,0.933,1.7262548266903e-43,"1","Rps20"
"Arl4c.1",1.49262816593806e-47,0.425548452124594,0.544,0.333,2.15804180231325e-43,"1","Arl4c"
"Cox4i1",1.68645433786524e-47,0.275717993745892,0.892,0.766,2.43827568168557e-43,"1","Cox4i1"
"Ube2m",2.1533968290243e-47,0.31401973866679,0.464,0.258,3.11338113540334e-43,"1","Ube2m"
"Sdf2l1",2.17322480443425e-47,0.285590850144105,0.292,0.124,3.14204842225104e-43,"1","Sdf2l1"
"Phf11b.1",2.30492631227474e-47,0.345053778427741,0.285,0.122,3.33246246228682e-43,"1","Phf11b"
"Rps7.1",2.30751957412953e-47,-0.337507458828589,0.748,0.824,3.33621180027647e-43,"1","Rps7"
"Sun1",2.51828503775669e-47,0.251915744086538,0.218,0.075,3.64093650758862e-43,"1","Sun1"
"Mrp63",3.08685950084231e-47,0.287783415084587,0.392,0.197,4.46298146631781e-43,"1","Mrp63"
"Tnfaip8.1",3.51713054418651e-47,0.320240670416614,0.459,0.251,5.08506734078485e-43,"1","Tnfaip8"
"Got2",4.07187934919079e-47,0.330671900214879,0.548,0.342,5.88712316306004e-43,"1","Got2"
"Cdv3",4.68434714542257e-47,0.338764082210103,0.483,0.279,6.77262910285195e-43,"1","Cdv3"
"Ssr2",5.35318239955618e-47,0.293993635153172,0.482,0.276,7.73963111327833e-43,"1","Ssr2"
"Ctsw.1",7.77689931028615e-47,-0.41574383926201,0.065,0.227,1.12438410228117e-42,"1","Ctsw"
"Hdlbp",9.01910751555758e-47,0.356356213356079,0.617,0.408,1.30398256459932e-42,"1","Hdlbp"
"Alyref",1.40479601118624e-46,0.306158457504971,0.456,0.253,2.03105407297307e-42,"1","Alyref"
"Psme2",1.5197098601785e-46,0.350872345789701,0.712,0.517,2.19719651584608e-42,"1","Psme2"
"Cmah",1.80607551452234e-46,0.309539888455685,0.322,0.147,2.61122397889639e-42,"1","Cmah"
"Rbbp8",1.93227748546174e-46,0.25483866383012,0.282,0.119,2.79368678848059e-42,"1","Rbbp8"
"Ranbp1",2.66991980951859e-46,0.347483430618069,0.592,0.392,3.86017006060198e-42,"1","Ranbp1"
"Sla2.1",3.86648922782321e-46,0.327982536448771,0.282,0.121,5.5901701255868e-42,"1","Sla2"
"G3bp2",4.05688014800933e-46,0.323745741026343,0.625,0.419,5.86543731799189e-42,"1","G3bp2"
"Snx9",4.14028639327707e-46,0.300642582029146,0.192,0.062,5.98602606739999e-42,"1","Snx9"
"Clic4",5.21110172184076e-46,0.267432977706735,0.264,0.107,7.53421086943737e-42,"1","Clic4"
"Sh3bgrl.1",5.49852009247244e-46,0.309894968125862,0.473,0.266,7.94976034969665e-42,"1","Sh3bgrl"
"Stard4",5.81478723054395e-46,0.320544754421296,0.355,0.172,8.40701937792044e-42,"1","Stard4"
"Apaf1",6.67696380484552e-46,0.279334476486458,0.315,0.142,9.65355426904565e-42,"1","Apaf1"
"4632419I22Rik.1",6.79695585841306e-46,0.29711298944395,0.441,0.239,9.8270387800936e-42,"1","4632419I22Rik"
"Atf6",7.51946679118378e-46,0.272911328581853,0.239,0.091,1.08716450866935e-41,"1","Atf6"
"Arf1",1.0628698573128e-45,0.319117627840487,0.603,0.398,1.53669723970284e-41,"1","Arf1"
"Selt",1.27656626134252e-45,0.32486641256992,0.538,0.331,1.84565950064901e-41,"1","Selt"
"Srsf3",1.3270719690106e-45,0.316735051137224,0.741,0.576,1.91868065279553e-41,"1","Srsf3"
"Mxd3.1",1.35135737213869e-45,0.268955489967128,0.276,0.113,1.95379248863812e-41,"1","Mxd3"
"Etf1",1.49324643128062e-45,0.349292016306658,0.636,0.451,2.15893569034553e-41,"1","Etf1"
"Cdca2.1",1.6217509462446e-45,0.279633138234646,0.255,0.101,2.34472751808044e-41,"1","Cdca2"
"Uqcrc1",1.9697385132454e-45,0.347719914930966,0.653,0.457,2.8478479424502e-41,"1","Uqcrc1"
"Uba2",2.61687338297891e-45,0.311586259203048,0.575,0.367,3.78347553711091e-41,"1","Uba2"
"Spag5.1",2.67688866012838e-45,0.268481223764482,0.275,0.113,3.87024562481362e-41,"1","Spag5"
"Txndc5",3.26865446505781e-45,0.254544356383845,0.289,0.125,4.72582062558059e-41,"1","Txndc5"
"Gsr",4.13836302180536e-45,0.254972497888975,0.254,0.102,5.98324525692619e-41,"1","Gsr"
"Ppp1cc",4.33726471171304e-45,0.316861500857669,0.488,0.284,6.27081732019472e-41,"1","Ppp1cc"
"Ecm1.1",4.95149540312191e-45,-0.444243199370817,0.08,0.246,7.15887205383365e-41,"1","Ecm1"
"Rpl30.1",6.55179144220359e-45,-0.313587563916097,0.787,0.831,9.47258006713795e-41,"1","Rpl30"
"Pacsin2",6.76958798427649e-45,0.26698838888116,0.317,0.145,9.78747030766694e-41,"1","Pacsin2"
"Asap1.1",8.85734146866308e-45,-0.391059233744971,0.073,0.233,1.28059442953931e-40,"1","Asap1"
"Rn7sk",1.04158348782846e-44,-0.458939653313374,0.154,0.326,1.50592140670239e-40,"1","Rn7sk"
"Hnrnpc",1.0494666028982e-44,0.309995298441183,0.715,0.53,1.51731881447022e-40,"1","Hnrnpc"
"Ppm1g",1.27109041585574e-44,0.329387410181494,0.649,0.455,1.83774252324423e-40,"1","Ppm1g"
"Myb",1.28113581789308e-44,0.274125060396251,0.306,0.137,1.85226616550982e-40,"1","Myb"
"Gnb1",1.61752757007664e-44,0.343600700591779,0.608,0.404,2.33862136081681e-40,"1","Gnb1"
"Igf2r.1",2.33058773510879e-44,-0.471784500926103,0.372,0.535,3.36956374742029e-40,"1","Igf2r"
"Osbpl9.1",2.88813949224044e-44,0.35261138228554,0.405,0.218,4.17567207788122e-40,"1","Osbpl9"
"Ckap2.1",3.26129003834689e-44,0.268172061716694,0.236,0.092,4.71517313744194e-40,"1","Ckap2"
"Sgol2.1",3.3064404659679e-44,0.251501743557244,0.211,0.075,4.78045162569639e-40,"1","Sgol2"
"Capza2",3.50226031615903e-44,0.325316611322365,0.585,0.387,5.06356796510273e-40,"1","Capza2"
"Fabp5",3.65631064073973e-44,0.275843591393657,0.281,0.122,5.2862939243815e-40,"1","Fabp5"
"Aff3",3.82731847907386e-44,-0.380518251626656,0.059,0.213,5.53353705704499e-40,"1","Aff3"
"Man2a1.1",4.32648625349956e-44,0.291657673352063,0.466,0.261,6.25523382530967e-40,"1","Man2a1"
"Igfbp4.1",4.47292976144557e-44,-0.487774273453316,0.026,0.158,6.466961849098e-40,"1","Igfbp4"
"Ankrd13a",5.04827263647236e-44,0.330586472973099,0.489,0.291,7.29879257781174e-40,"1","Ankrd13a"
"Sec13",5.52717529481988e-44,0.290981452798691,0.445,0.247,7.99119004125059e-40,"1","Sec13"
"Vamp8.1",5.81196937741901e-44,0.338809259288371,0.439,0.247,8.4029453258724e-40,"1","Vamp8"
"Rfc4",6.90032284200039e-44,0.264184619314278,0.341,0.165,9.97648676496416e-40,"1","Rfc4"
"Sept2",9.2923461915593e-44,0.29736966303146,0.383,0.198,1.34348741237564e-39,"1","Sept2"
"Fkbp8",9.45345988310652e-44,0.314624414529683,0.655,0.454,1.36678122989954e-39,"1","Fkbp8"
"Gfpt1",1.1430494541495e-43,0.292621436268844,0.395,0.203,1.65262090080935e-39,"1","Gfpt1"
"Lman2",1.79571279510018e-43,0.317767403812053,0.529,0.33,2.59624155915584e-39,"1","Lman2"
"Arcn1",2.47156676890298e-43,0.293244898918853,0.515,0.309,3.57339123447992e-39,"1","Arcn1"
"Sfxn1",3.00328551562661e-43,0.273456180421949,0.413,0.223,4.34215019849295e-39,"1","Sfxn1"
"Kpnb1",3.11297068676037e-43,0.300179532851303,0.805,0.665,4.50073301891814e-39,"1","Kpnb1"
"Inpp4b",3.21045440612829e-43,-0.447195485256193,0.479,0.621,4.64167498038028e-39,"1","Inpp4b"
"Esco2.1",4.22397825348276e-43,0.253968499472306,0.238,0.093,6.10702775888537e-39,"1","Esco2"
"AI662270",4.5197086084351e-43,0.263748881697131,0.326,0.155,6.53459470607547e-39,"1","AI662270"
"Fgfr1op2",5.22950191240347e-43,0.309785932983713,0.544,0.338,7.56081386495294e-39,"1","Fgfr1op2"
"Tceb3",5.95780420027365e-43,0.28321555595879,0.435,0.237,8.61379331275565e-39,"1","Tceb3"
"Add3.1",6.03898499454367e-43,0.34818631542052,0.638,0.435,8.73116450511124e-39,"1","Add3"
"Cited2",6.0822137698057e-43,0.31327515051467,0.247,0.1,8.79366466838509e-39,"1","Cited2"
"Etfb",8.07215836097397e-43,0.303198661552512,0.496,0.295,1.16707265582962e-38,"1","Etfb"
"Stil.1",8.6551046778304e-43,0.261015153395657,0.24,0.096,1.25135503432072e-38,"1","Stil"
"Dbi",9.44219801775577e-43,0.271254236456459,0.366,0.186,1.36515298940713e-38,"1","Dbi"
"Ndufb7",1.0092185340507e-42,0.308840916040846,0.562,0.363,1.4591281565305e-38,"1","Ndufb7"
"Tcf19",1.05803749134297e-42,0.261589167298834,0.327,0.154,1.52971060498366e-38,"1","Tcf19"
"Actl6a",1.14127773420285e-42,0.285163049104565,0.454,0.256,1.65005934811048e-38,"1","Actl6a"
"Cep110.1",1.20117996796214e-42,0.300110883273475,0.602,0.384,1.73666599767967e-38,"1","Cep110"
"Gimap7.1",1.21712205708333e-42,0.388376633609268,0.374,0.199,1.75971507013108e-38,"1","Gimap7"
"Uhrf1bp1l",1.22907859485416e-42,0.289728928392429,0.363,0.184,1.77700183244015e-38,"1","Uhrf1bp1l"
"Sesn1",1.25139326762747e-42,-0.374482241340133,0.071,0.228,1.8092643863358e-38,"1","Sesn1"
"Afg3l1",1.55714424122406e-42,0.282867185200624,0.324,0.157,2.25131914396175e-38,"1","Afg3l1"
"Rps21.1",1.59727336111873e-42,-0.292997134681944,0.823,0.886,2.30933782550546e-38,"1","Rps21"
"Rab8a",1.76952303760957e-42,0.32361456542026,0.536,0.341,2.55837640777591e-38,"1","Rab8a"
"Eno3.1",1.95521103678093e-42,-0.460160542572494,0.047,0.189,2.82684411697788e-38,"1","Eno3"
"Gars",2.41506706495542e-42,0.271246762172585,0.483,0.282,3.49170396251255e-38,"1","Gars"
"Eif6",2.44994902913402e-42,0.309484633271123,0.534,0.332,3.54213630632197e-38,"1","Eif6"
"Rpl21",2.45019332312275e-42,-0.317943813657735,0.726,0.797,3.54248950657087e-38,"1","Rpl21"
"Hspa4l",2.6242369394868e-42,0.262478006086283,0.332,0.159,3.79412176711002e-38,"1","Hspa4l"
"Usp1",3.28470755636814e-42,0.292040328785547,0.516,0.309,4.74903018499706e-38,"1","Usp1"
"Chaf1b",4.78639456447875e-42,0.262021237566626,0.297,0.136,6.92016926132338e-38,"1","Chaf1b"
"Pola1",4.86022601516414e-42,0.255542155032954,0.403,0.209,7.02691477272431e-38,"1","Pola1"
"Ndrg1",4.88861982624659e-42,0.296983797528079,0.19,0.065,7.06796654478732e-38,"1","Ndrg1"
"Tkt",5.08297771786131e-42,0.301500362761987,0.75,0.57,7.34896918448388e-38,"1","Tkt"
"Hjurp.1",5.3498898763285e-42,0.296266794801846,0.587,0.371,7.73487078319575e-38,"1","Hjurp"
"Cdc6",5.9227158828839e-42,0.28710229620901,0.277,0.122,8.56306262347354e-38,"1","Cdc6"
"Mapre1",6.48591093407743e-42,0.300656385831001,0.63,0.43,9.37733002848915e-38,"1","Mapre1"
"Rps19.1",1.09075969880294e-41,-0.29853047773091,0.804,0.852,1.5770203725293e-37,"1","Rps19"
"Magt1",1.09135589920857e-41,0.288634484768201,0.349,0.177,1.57788235907575e-37,"1","Magt1"
"Tpst2",2.22840385333271e-41,0.297904366367769,0.312,0.148,3.22182629114843e-37,"1","Tpst2"
"Rxra",2.51905124214393e-41,0.268678601123799,0.234,0.093,3.64204428589169e-37,"1","Rxra"
"Psmb1",2.69243435772474e-41,0.307364723188452,0.72,0.549,3.89272159439843e-37,"1","Psmb1"
"Mrps7",2.98509058744042e-41,0.265506847114215,0.368,0.189,4.31584397132136e-37,"1","Mrps7"
"Trib2.1",3.86728403268507e-41,0.338943128629522,0.478,0.28,5.59131925445608e-37,"1","Trib2"
"Stip1",4.24863302942843e-41,0.308059394839362,0.709,0.547,6.14267363394762e-37,"1","Stip1"
"Sephs1",5.30577228590453e-41,0.261317768000804,0.38,0.198,7.67108557096076e-37,"1","Sephs1"
"Hmgn2.1",5.6926666131877e-41,0.265834905241546,0.35,0.176,8.23045738934677e-37,"1","Hmgn2"
"Zfp207",6.14665595532737e-41,0.305979526997883,0.574,0.372,8.88683518021231e-37,"1","Zfp207"
"Ccdc69",6.46655446594195e-41,0.277228948166096,0.248,0.105,9.34934444685887e-37,"1","Ccdc69"
"Aebp2",6.98938272426466e-41,0.301658537213877,0.625,0.422,1.01052495427419e-36,"1","Aebp2"
"Kpna3",7.58125103188935e-41,0.294893939247875,0.449,0.259,1.09609727419056e-36,"1","Kpna3"
"Thy1.1",9.47002875937963e-41,0.314541605229806,0.815,0.669,1.36917675803111e-36,"1","Thy1"
"Psmd8",1.10518562860822e-40,0.301775269766269,0.493,0.301,1.59787738184177e-36,"1","Psmd8"
"Ddost",1.54153222830382e-40,0.318077078546653,0.539,0.344,2.22874729568166e-36,"1","Ddost"
"Tbcb",1.80013133671944e-40,0.296745345960836,0.372,0.196,2.60262988662896e-36,"1","Tbcb"
"Tipin",1.81242865852574e-40,0.288213894026643,0.365,0.192,2.62040935449651e-36,"1","Tipin"
"Minos1",2.05415410169706e-40,0.289775933912194,0.561,0.359,2.96989600023361e-36,"1","Minos1"
"Acot7",2.59893137532379e-40,0.267430554221553,0.452,0.256,3.75753498244313e-36,"1","Acot7"
"Ostc",2.66822563083062e-40,0.299651200694021,0.41,0.23,3.85772061705492e-36,"1","Ostc"
"Tram1",2.84479063938474e-40,0.310509199741104,0.607,0.414,4.11299830642245e-36,"1","Tram1"
"Haus4",3.18820608591479e-40,0.255032127539151,0.272,0.121,4.6095083590156e-36,"1","Haus4"
"Ipo7",6.30045318661194e-40,0.323258253151637,0.479,0.294,9.10919521720355e-36,"1","Ipo7"
"Nup62",8.08982914200304e-40,0.286071944242871,0.4,0.22,1.1696274973508e-35,"1","Nup62"
"Nptn",9.89860336459305e-40,0.292605904424914,0.337,0.171,1.43114007445286e-35,"1","Nptn"
"Cse1l",9.99644558367401e-40,0.292248167695,0.431,0.247,1.44528610248759e-35,"1","Cse1l"
"Taldo1",1.05170599477546e-39,0.32262612718956,0.557,0.363,1.52055652724636e-35,"1","Taldo1"
"Snx5",1.22344532938489e-39,0.297277307307013,0.648,0.449,1.76885725722467e-35,"1","Snx5"
"Il6st",1.28622290805835e-39,-0.432202632451238,0.277,0.445,1.85962108047076e-35,"1","Il6st"
"Rbmx",1.52785251398914e-39,0.272809781997527,0.322,0.157,2.2089691647255e-35,"1","Rbmx"
"Ppp1r15b",1.56565661235587e-39,0.270899415116201,0.512,0.31,2.26362633014412e-35,"1","Ppp1r15b"
"Nudt4",1.64930279253241e-39,0.260625053239309,0.388,0.208,2.38456197744336e-35,"1","Nudt4"
"Mta2",1.7876604589929e-39,0.307551012818256,0.683,0.505,2.58459949161193e-35,"1","Mta2"
"Cox8a",2.09006513853055e-39,0.292382255807545,0.405,0.227,3.02181617728746e-35,"1","Cox8a"
"Gm26917",2.36639592810356e-39,-0.396563911677963,0.56,0.678,3.42133523285213e-35,"1","Gm26917"
"Pcmt1",2.63304879409055e-39,0.283099929933008,0.385,0.208,3.80686194649612e-35,"1","Pcmt1"
"Coro1c",3.05744483350983e-39,0.288865171950105,0.489,0.297,4.42045374028851e-35,"1","Coro1c"
"Slain2.1",3.31516099341589e-39,0.293196135884714,0.377,0.203,4.7930597642807e-35,"1","Slain2"
"Mthfd2",4.2055945183729e-39,0.281134894774564,0.441,0.25,6.08044855466354e-35,"1","Mthfd2"
"Ptbp1",4.34345524307907e-39,0.280710844828546,0.717,0.535,6.27976759044371e-35,"1","Ptbp1"
"Txndc17",4.52002021784394e-39,0.258299320654378,0.292,0.139,6.53504523095877e-35,"1","Txndc17"
"Bag1",5.3260231242542e-39,0.322982781712457,0.551,0.362,7.70036423304673e-35,"1","Bag1"
"Atad5",6.05435527517699e-39,0.262082729726305,0.307,0.148,8.7533868568509e-35,"1","Atad5"
"Ubash3b.1",6.08137329256628e-39,0.334864027313079,0.411,0.233,8.79244950639233e-35,"1","Ubash3b"
"Ebp",6.11006286803543e-39,0.268133384372094,0.307,0.149,8.83392889460562e-35,"1","Ebp"
"Vdac2",7.82327381828155e-39,0.309038020917593,0.548,0.367,1.13108892864715e-34,"1","Vdac2"
"Mvb12a",9.46594684519324e-39,0.263336367121757,0.284,0.133,1.36858659487804e-34,"1","Mvb12a"
"Capza1",1.39006468064427e-38,0.28947455811992,0.517,0.323,2.00975551527549e-34,"1","Capza1"
"Sgol1.1",1.47409347734037e-38,0.25043967980462,0.231,0.095,2.1312443495387e-34,"1","Sgol1"
"Pglyrp1",1.77326504151465e-38,0.306453887090229,0.232,0.097,2.56378659702188e-34,"1","Pglyrp1"
"Trp53i11.1",2.30542861357782e-38,0.274638913994825,0.373,0.198,3.33318868951081e-34,"1","Trp53i11"
"Hyou1",2.58471638304987e-38,0.301417741318951,0.573,0.375,3.7369829466135e-34,"1","Hyou1"
"Cwc15",2.6358642071563e-38,0.282549485321062,0.454,0.27,3.81093247070658e-34,"1","Cwc15"
"Cdt1",2.71671735075037e-38,0.26684526587755,0.309,0.151,3.92782994571488e-34,"1","Cdt1"
"Adam17",2.93193356565241e-38,0.264089407540602,0.432,0.244,4.23898954922026e-34,"1","Adam17"
"Gnb2",2.96649073379069e-38,0.262897917746754,0.407,0.227,4.28895230291458e-34,"1","Gnb2"
"P2rx7",3.65391733873707e-38,-0.353315216569573,0.047,0.179,5.28283368834606e-34,"1","P2rx7"
"P4hb",4.59260642908106e-38,0.291268340280594,0.687,0.503,6.6399903751654e-34,"1","P4hb"
"Vcp",5.89994174793162e-38,0.283800025868476,0.748,0.588,8.53013577915953e-34,"1","Vcp"
"Map4",6.65492300342797e-38,0.28688783980334,0.556,0.359,9.62168767835616e-34,"1","Map4"
"Actn1",7.48758722964551e-38,-0.422464618209354,0.134,0.288,1.08255536166215e-33,"1","Actn1"
"Rps15.1",8.66316509071342e-38,-0.274032616686777,0.852,0.896,1.25252040881535e-33,"1","Rps15"
"Rtn3",8.94220600594879e-38,0.272756583546765,0.56,0.361,1.29286414434008e-33,"1","Rtn3"
"Prkag1",9.56237929146431e-38,0.265257712179692,0.398,0.22,1.38252879795991e-33,"1","Prkag1"
"Psma4",9.57072699493669e-38,0.272293703984224,0.531,0.335,1.38373570892795e-33,"1","Psma4"
"1110032F04Rik.1",1.11026837253254e-37,-0.320054697262995,0.039,0.164,1.60522601300755e-33,"1","1110032F04Rik"
"Uchl5",1.11625258556385e-37,0.252368054036077,0.322,0.161,1.61387798820822e-33,"1","Uchl5"
"Rfc3",1.19054533118029e-37,0.265030381182943,0.29,0.138,1.72129043982046e-33,"1","Rfc3"
"Cpd.1",1.53562137818701e-37,0.25113037520615,0.324,0.16,2.22020138858279e-33,"1","Cpd"
"Il4ra",1.63375482956085e-37,-0.382015984773296,0.193,0.359,2.36208273257908e-33,"1","Il4ra"
"Ezr",1.92276133670551e-37,0.286663737557047,0.708,0.547,2.77992834060883e-33,"1","Ezr"
"Gbp7.1",2.35601983285111e-37,0.321205976157946,0.553,0.353,3.40633347433614e-33,"1","Gbp7"
"1810037I17Rik",2.40177967004919e-37,0.256614762741421,0.341,0.178,3.47249304695711e-33,"1","1810037I17Rik"
"Sqle",2.64246742566873e-37,0.251311752845244,0.231,0.097,3.82047940403185e-33,"1","Sqle"
"Ide",2.65010304149723e-37,0.262255422123048,0.435,0.246,3.8315189773967e-33,"1","Ide"
"Sept7",3.09028072856349e-37,0.281672478999567,0.718,0.548,4.46792787735709e-33,"1","Sept7"
"Ywhaq",3.9875334027726e-37,0.281407569911464,0.43,0.249,5.76517579372863e-33,"1","Ywhaq"
"Mif4gd",6.45897535988208e-37,0.253512311548343,0.326,0.166,9.33838657531751e-33,"1","Mif4gd"
"Psme4",8.69855150278551e-37,0.284131525933264,0.447,0.267,1.25763657627273e-32,"1","Psme4"
"Phf5a",8.73845687248575e-37,0.25074715513622,0.385,0.213,1.26340609462399e-32,"1","Phf5a"
"Ccr6",9.03343169753924e-37,-0.351057354405135,0.029,0.147,1.30605355483022e-32,"1","Ccr6"
"Rpn1",1.16597913051269e-36,0.273429261455146,0.534,0.344,1.68577262689525e-32,"1","Rpn1"
"Psmd12",1.19521912709446e-36,0.27146123527796,0.445,0.264,1.72804781395317e-32,"1","Psmd12"
"Edf1",1.22182836496215e-36,0.28118282858191,0.653,0.479,1.76651945006227e-32,"1","Edf1"
"Exosc8",1.40757040486599e-36,0.282027931429876,0.49,0.302,2.03506529135525e-32,"1","Exosc8"
"Bub3.1",1.49664988459546e-36,0.295476345593728,0.429,0.253,2.16385640314811e-32,"1","Bub3"
"Ddb1",1.6098686878407e-36,0.294589057539937,0.622,0.439,2.32754814888009e-32,"1","Ddb1"
"Psmd14",1.84265466381982e-36,0.28352044779228,0.532,0.335,2.6641101129507e-32,"1","Psmd14"
"Abcf1",2.15151022597124e-36,0.288336221541956,0.602,0.417,3.11065348470922e-32,"1","Abcf1"
"Cnot6",2.30124358619188e-36,0.285110983666675,0.615,0.43,3.32713797691622e-32,"1","Cnot6"
"Metap2",2.94948130784993e-36,0.290962253411955,0.549,0.364,4.26436007488943e-32,"1","Metap2"
"Sh3bgrl3",3.60511215967902e-36,0.314960837176921,0.733,0.585,5.21227116046393e-32,"1","Sh3bgrl3"
"Ssrp1",5.66251879499135e-36,0.286027907108846,0.733,0.566,8.1868696737985e-32,"1","Ssrp1"
"Cbx1",5.83972367538806e-36,0.261366613659449,0.466,0.283,8.44307248987606e-32,"1","Cbx1"
"Rps28.1",5.88984416274782e-36,-0.389657836782727,0.461,0.574,8.51553669050079e-32,"1","Rps28"
"Nf2",6.21266985430159e-36,0.260192506676547,0.341,0.18,8.98227807534923e-32,"1","Nf2"
"Zcchc11",7.42492591512837e-36,-0.42024740753085,0.178,0.333,1.07349578880926e-31,"1","Zcchc11"
"Dnajc9",8.41138161895538e-36,0.280067956104313,0.571,0.373,1.21611755446857e-31,"1","Dnajc9"
"Abracl",8.77784984193448e-36,0.255207412516247,0.43,0.25,1.26910153014689e-31,"1","Abracl"
"Psmd7",9.44763595170252e-36,0.283021392473523,0.471,0.289,1.36593920589715e-31,"1","Psmd7"
"Syne3",9.47746483016721e-36,0.259229477342777,0.324,0.166,1.37025186514558e-31,"1","Syne3"
"Psma7",1.02444380129267e-35,0.292768672673366,0.643,0.467,1.48114084790894e-31,"1","Psma7"
"Fmnl1.1",1.2307344327238e-35,0.295366503071664,0.646,0.472,1.77939584283208e-31,"1","Fmnl1"
"Ranbp2",1.3001269856381e-35,0.276478616131675,0.693,0.508,1.87972359583557e-31,"1","Ranbp2"
"Dbnl",1.49016511717168e-35,0.263387789694888,0.631,0.447,2.15448072640681e-31,"1","Dbnl"
"Fam111a",1.95972976294436e-35,0.271901353765435,0.493,0.303,2.83337729126496e-31,"1","Fam111a"
"Baz1b",2.18067723527898e-35,0.26466750309288,0.706,0.531,3.15282314676635e-31,"1","Baz1b"
"Map7d1",2.45579275447161e-35,0.28321463456103,0.376,0.21,3.55058516441506e-31,"1","Map7d1"
"Utrn",2.68303146728752e-35,-0.445943229880436,0.335,0.487,3.8791268954043e-31,"1","Utrn"
"Hist1h1c.1",3.49598223873178e-35,0.330614091757279,0.347,0.187,5.05449112075841e-31,"1","Hist1h1c"
"Sars",3.6531578455054e-35,0.283713275974429,0.602,0.412,5.28173561303171e-31,"1","Sars"
"Itpr1",3.98215571633142e-35,0.263078856678811,0.327,0.167,5.75740073467197e-31,"1","Itpr1"
"Mdn1.1",4.43500099909366e-35,-0.555695650094529,0.277,0.416,6.41212444448961e-31,"1","Mdn1"
"Tgfbr1",4.52085458021619e-35,-0.503725472192861,0.224,0.373,6.53625155207656e-31,"1","Tgfbr1"
"Vdac1",6.81835087087343e-35,0.289888839094595,0.516,0.333,9.85797168910881e-31,"1","Vdac1"
"Supt16",6.89304507674985e-35,0.275489846875899,0.663,0.494,9.96596457196493e-31,"1","Supt16"
"Dpp3",8.76726703927616e-35,0.250762808044791,0.413,0.236,1.26757146853855e-30,"1","Dpp3"
"Mical1",8.84099182062461e-35,0.257039252378196,0.397,0.224,1.27823059742591e-30,"1","Mical1"
"Hspd1",9.49163853196608e-35,0.312114825077127,0.579,0.401,1.37230109895166e-30,"1","Hspd1"
"Atp13a3",1.03704337110528e-34,0.283490338522949,0.512,0.33,1.49935730594401e-30,"1","Atp13a3"
"Ppp2r4",1.34062612495891e-34,0.267461517506282,0.501,0.313,1.93827725146559e-30,"1","Ppp2r4"
"Parp3.1",1.39281997406681e-34,-0.364701908068406,0.096,0.235,2.0137391185058e-30,"1","Parp3"
"Luc7l2",1.44016975430739e-34,0.272248433152521,0.562,0.379,2.08219743077763e-30,"1","Luc7l2"
"Dst",1.45022031911346e-34,-0.501610723598077,0.103,0.243,2.09672853737425e-30,"1","Dst"
"Set",1.67436491033681e-34,0.293238271377207,0.764,0.658,2.42079678736497e-30,"1","Set"
