"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","otherlog"
"Rps5",1.14494024361894e-33,-0.219826438582554,0.993,0.999,1.68203171190059e-29,0.262764
"Rpn1",1.22590766160739e-33,-0.359623653505274,0.442,0.688,1.80098094566741e-29,-0.233684
"Lars2",1.24354142356451e-33,0.266622335615214,0.996,0.995,1.82688670535863e-29,-1.06791
"Gnl3",1.34559961406738e-33,-0.412838949221787,0.237,0.485,1.97682039302639e-29,-0.355103
"Set",1.60420477658922e-33,-0.355244326278402,0.482,0.723,2.35673723728723e-29,-0.675514
"Vdac2",1.7360477153457e-33,-0.332169496228465,0.567,0.789,2.55042769861437e-29,-0.290019
"Eif4g2",2.49627174261552e-33,-0.275946780992188,0.909,0.959,3.66727281707646e-29,-0.290273
"Tomm70a",2.78019915365972e-33,-0.350912719822165,0.509,0.714,4.08439057664149e-29,-0.372902
"Topbp1",2.9621096862091e-33,-0.338160274393935,0.503,0.75,4.35163534000979e-29,-0.625041
"Gtf2i",3.64531896936955e-33,0.468417777270771,0.803,0.745,5.3553380979008e-29,-0.122951
"Fyb",4.5196557387374e-33,0.464650728177121,0.734,0.605,6.63982624577912e-29,0.702994
"Atp5f1",4.92494870089347e-33,-0.312371505787565,0.707,0.877,7.2352421364826e-29,NA
"Bop1",5.22503248475937e-33,-0.352646033202257,0.239,0.496,7.67609522336e-29,-0.438591
"Cops6",5.40440675149404e-33,-0.349174711894199,0.442,0.687,7.9396139586199e-29,-0.000953465
"Apex1",5.72193826944977e-33,-0.369789874964548,0.21,0.454,8.40609951164865e-29,-0.135893
"Ltb",6.45210218450207e-33,0.398427332126625,0.807,0.721,9.47878331925199e-29,0.953917
"Emb",6.69843234367825e-33,0.391704038831487,0.863,0.831,9.84066695609772e-29,-0.0378894
"Rplp1",6.79834826721487e-33,-0.253951362870582,0.93,0.979,9.98745343936536e-29,0.0305599
"Sdf2l1",7.03547258711274e-33,-0.353325556841171,0.213,0.463,1.03358127777273e-28,-0.885357
"Nop2",7.21108499991999e-33,-0.34700636980401,0.207,0.455,1.05938049733825e-28,-0.694709
"Ndufa12",7.52387873495624e-33,-0.350372929489868,0.284,0.537,1.10533302495242e-28,-0.160793
"Fkbp3",1.10623050270989e-32,-0.343659282817336,0.515,0.752,1.62516323153109e-28,0.0580179
"Pdia6",1.1704138472161e-32,-0.348649236323491,0.436,0.694,1.71945498294518e-28,-0.253193
"Pfkp",1.28110789298772e-32,-0.331293567857017,0.643,0.835,1.88207560558826e-28,-0.307609
"Aars",1.37912075327203e-32,-0.346980572311173,0.401,0.657,2.02606629863195e-28,-0.418079
"Ftsj3",1.39864558031359e-32,-0.374613638397103,0.312,0.562,2.0547502220387e-28,-0.147678
"Ifrd2",1.65316150039541e-32,-0.314011579665453,0.121,0.351,2.42865956023089e-28,-0.237917
"Kif21b",1.81125252036196e-32,0.447405341270317,0.727,0.58,2.66091107766375e-28,-0.025683
"Mxd4",1.84890996299648e-32,0.49842397983928,0.546,0.344,2.71623362663813e-28,1.00257
"Minos1",2.12871451987598e-32,-0.332967371387136,0.533,0.78,3.1272945011498e-28,NA
"Srsf1",2.21765243111548e-32,-0.333912405060668,0.558,0.776,3.25795318655175e-28,-0.712002
"Cluh",2.51822804787817e-32,-0.342334036462689,0.26,0.518,3.69952882513782e-28,-0.540974
"Kpna3",2.77401983838158e-32,-0.330110419377077,0.26,0.519,4.07531254456638e-28,-0.861914
"Kbtbd11",3.20054352256548e-32,0.562677724530202,0.661,0.504,4.70191848900094e-28,-0.156663
"Hmgcs1",3.34083194397698e-32,-0.457871811895125,0.369,0.616,4.90801620889658e-28,-0.746098
"Ide",3.52880384119962e-32,-0.347900895940656,0.399,0.641,5.18416572310636e-28,-0.560881
"Fen1",4.42093333642946e-32,-0.354019106911723,0.367,0.626,6.49479316454852e-28,-0.538779
"mt-Rnr1",9.55041323163599e-32,0.252037338680198,1,1,1.40305120785964e-27,NA
"Idh3a",9.87772410519389e-32,-0.345252421511086,0.31,0.553,1.45113644829403e-27,-0.353893
"Ptp4a3",1.06706590651328e-31,-0.438158288849635,0.321,0.56,1.56762652325865e-27,0.383106
"Mpp6",1.14478523657011e-31,-0.341666890839056,0.29,0.542,1.68180399104515e-27,-0.511196
"Fdps",1.33115528422434e-31,-0.344413314966949,0.239,0.491,1.95560022805398e-27,-1.00157
"Psmd3",1.98873838105087e-31,-0.354203504226034,0.422,0.655,2.92165555560183e-27,-0.50791
"Fasn",2.13250670707159e-31,-0.36271380168117,0.285,0.537,3.13286560335887e-27,-1.53794
"Hprt",2.44713614300361e-31,-0.334091167197435,0.521,0.757,3.5950877076866e-27,-0.424392
"Psmb6",2.60175730899452e-31,-0.340782782018605,0.497,0.736,3.82224166264385e-27,-0.18255
"Prpf19",2.67109709183533e-31,-0.349276190558904,0.337,0.59,3.92410873761528e-27,-0.955118
"Prep",2.89389601554341e-31,-0.321190795261415,0.23,0.477,4.25142263643482e-27,-0.888869
"Nans",3.1419872024837e-31,-0.331577813361782,0.445,0.688,4.61589339916881e-27,-0.0170607
"Lyst",3.48652251407698e-31,0.516787226005264,0.416,0.238,5.1220502254305e-27,-0.463342
"Gm16286",4.17926462925742e-31,-0.319393503312061,0.418,0.656,6.13975766684208e-27,NA
"Sept11",4.64091100214675e-31,-0.332637529995219,0.442,0.698,6.81796235325379e-27,NA
"Rrm2",5.08064850697693e-31,-0.3145048748438,0.396,0.704,7.4639807215998e-27,-0.806225
"Mrps7",5.35400205863474e-31,-0.335757435874771,0.328,0.583,7.8655644243403e-27,-0.498202
"Ift80",7.25852734645583e-31,0.440779703121952,0.509,0.323,1.06635025246783e-26,0.972925
"Zbtb32",7.93396639339713e-31,-0.38593683426861,0.154,0.385,1.16557900285397e-26,0.0129308
"Cdc25a",8.87826883286046e-31,-0.333640222983814,0.175,0.406,1.30430647423553e-26,-0.43488
"Eif3c",1.17795643688839e-30,-0.290036530944985,0.757,0.899,1.73053580143273e-26,-0.286487
"Cs",1.23680043406419e-30,-0.335141190150346,0.512,0.72,1.81698351768371e-26,-0.580844
"Lap3",1.25581598249504e-30,-0.319790971317998,0.19,0.43,1.84491925988346e-26,-0.76287
"Pno1",1.30276946748743e-30,-0.336483940829737,0.218,0.45,1.91389862468579e-26,-0.658331
"Sepp1",1.33274991768238e-30,0.503917535171654,0.497,0.316,1.95794290406719e-26,NA
"Psmd2",1.43086940371983e-30,-0.318551874385092,0.531,0.761,2.1020902410048e-26,-0.319228
"Ndufb6",1.46005820372107e-30,-0.326526884005403,0.43,0.67,2.14497150708662e-26,-0.198197
"Aco2",1.48090340694678e-30,-0.326668707286361,0.497,0.729,2.17559519514551e-26,-0.260058
"Hsph1",1.49721997893592e-30,-0.372579316569814,0.339,0.579,2.19956587105476e-26,-0.306488
"Stoml2",1.66007392264886e-30,-0.313947306822914,0.245,0.482,2.43881459976344e-26,-0.242554
"Calm1",1.6909408227392e-30,-0.275996582872785,0.837,0.945,2.48416116268616e-26,0.162902
"Atp2a2",1.97594185060221e-30,-0.353951417748702,0.454,0.671,2.9028561727197e-26,-0.72359
"Prdx1",2.06687239507192e-30,-0.340932792411339,0.487,0.723,3.03644223560015e-26,-0.660379
"Rps3",2.31011655524995e-30,-0.190539815039785,0.996,1,3.39379223131771e-26,0.126084
"Yars",2.31630708381033e-30,-0.357497499538404,0.275,0.515,3.40288673682576e-26,-0.414816
"S100a8",2.3904606134214e-30,0.23687588959399,0.233,0.088,3.51182568717738e-26,Inf
"Macf1",2.4271543477745e-30,0.470931670168852,0.855,0.815,3.56573245231552e-26,0.523686
"Uchl5",2.45305695635653e-30,-0.358500601762578,0.275,0.509,3.60378597458338e-26,-0.690309
"Uck2",2.70845560722554e-30,-0.345177343322703,0.349,0.593,3.97899213257504e-26,-0.338036
"Tcp11l2",3.10192915180795e-30,0.30754774826103,0.227,0.085,4.55704411692107e-26,1.25641
"Srsf2",3.21453305989e-30,-0.349625167038811,0.519,0.744,4.7224705182844e-26,-0.581388
"Kars",3.2433105122068e-30,-0.304527905056171,0.534,0.752,4.76474747348302e-26,-0.382918
"Txnl1",4.31136767623035e-30,-0.324095156001682,0.394,0.643,6.33383025315e-26,-0.522628
"4932438A13Rik",4.34302808220317e-30,0.49986957042915,0.622,0.49,6.38034255556467e-26,0.404014
"Tk1",4.44507880286934e-30,-0.324772029280294,0.279,0.541,6.53026526929534e-26,-0.45645
"Orc6",5.33918044789354e-30,-0.331215555569347,0.234,0.473,7.8437899960004e-26,-0.450476
"Thyn1",5.40768167053403e-30,-0.336665998920152,0.21,0.442,7.94442514218154e-26,-0.245243
"Heatr3",5.67880740565016e-30,-0.332707444961377,0.209,0.443,8.34273595964064e-26,-0.702967
"Acot7",6.69170000968253e-30,-0.318902503535859,0.355,0.61,9.8307764842246e-26,-0.0332354
"Dctpp1",7.87374774827544e-30,-0.328351211431838,0.21,0.448,1.15673228169914e-25,-0.174875
"Mat2a",8.29533853935382e-30,-0.327247078665473,0.333,0.574,1.21866818481647e-25,-0.275531
"Nup93",8.66602137481864e-30,-0.324313925518472,0.242,0.483,1.27312520017461e-25,-0.465503
"Bzw2",9.2800487953616e-30,-0.347028679114421,0.387,0.614,1.36333196852657e-25,-0.335884
"Tg",1.20217748823716e-29,-0.342600291809682,0.148,0.377,1.76611894796921e-25,-1.20311
"Cacybp",1.30654470143931e-29,-0.363944964274574,0.4,0.624,1.91944482088448e-25,-0.284091
"Strap",1.76427490514702e-29,-0.349934156209142,0.479,0.686,2.59189626315149e-25,-0.486562
"Samhd1",2.06477275403053e-29,0.537842723999826,0.757,0.656,3.03335765294625e-25,-0.239096
"Ppid",2.07528042290202e-29,-0.37924516678005,0.251,0.474,3.04879446928536e-25,-0.444869
"Gar1",2.16365369878117e-29,-0.330208193144926,0.239,0.469,3.17862364887941e-25,-0.527559
"Fkbp5",2.35653743381423e-29,-0.349374279999062,0.469,0.693,3.46198914401649e-25,-0.93596
"Cndp2",2.44381767532919e-29,-0.360423898826982,0.461,0.682,3.59021254682611e-25,-0.330963
"Psme3",2.49849558697685e-29,-0.334703968075057,0.393,0.632,3.67053986682769e-25,-0.49432
"Naa50",2.50605388370855e-29,-0.341506740523544,0.472,0.689,3.68164376055623e-25,-0.87129
"Rangap1",2.63499771782831e-29,-0.328076000863652,0.485,0.719,3.87107514726157e-25,-0.452429
"Slmo2",3.39390127307545e-29,-0.330841389995943,0.288,0.532,4.98598036027514e-25,NA
"Klf13",3.55751071882256e-29,0.434498302587335,0.697,0.573,5.22633899702223e-25,0.580906
"Supt16",3.57322301969954e-29,-0.303618008067786,0.609,0.804,5.24942193824059e-25,-0.522472
"Psph",3.75113580775286e-29,-0.350259186080456,0.325,0.557,5.51079361516973e-25,0.113644
"Mcm7",5.71447551439203e-29,-0.304830469286944,0.437,0.701,8.39513597819333e-25,-0.57153
"Glrx3",6.01440718437208e-29,-0.322672819839338,0.297,0.538,8.83576559456102e-25,-0.315997
"Naa15",6.19876537748748e-29,-0.327256129551612,0.457,0.685,9.10660621606686e-25,-0.711116
"Nudc",9.69840728268591e-29,-0.316913901013919,0.276,0.521,1.42479301389939e-24,-0.105877
"Gnb2l1",1.1436717320692e-28,-0.183821876859672,0.997,1,1.68016814158286e-24,NA
"Chchd1",1.26597440005012e-28,-0.335274109217207,0.333,0.57,1.85984299111363e-24,0.210448
"Odc1",1.42091541824815e-28,-0.326041819436469,0.216,0.446,2.08746684094835e-24,-0.548294
"Lrpprc",1.66118173908402e-28,-0.324844284255472,0.345,0.579,2.44044209288834e-24,-0.532445
"Hyou1",1.69486014719959e-28,-0.305014770466275,0.303,0.552,2.48991904225092e-24,-1.03352
"S1pr4",1.89091439615304e-28,0.423310616750246,0.633,0.48,2.77794233938844e-24,-0.26741
"Hat1",1.8909454524675e-28,-0.314533275829411,0.381,0.626,2.77798796422e-24,-0.468501
"Pdap1",1.9111315833788e-28,-0.327236131775199,0.378,0.62,2.8076434091418e-24,-0.377299
"Rbbp4",1.9847717545837e-28,-0.285045054573276,0.569,0.809,2.91582818465892e-24,-0.344307
"Arhgdia",2.01107158553425e-28,-0.278291193117581,0.712,0.871,2.95446526630837e-24,-0.0634317
"Aimp2",2.0628113694486e-28,-0.298792589292292,0.23,0.468,3.03047618285694e-24,-0.238757
"Psmc3",2.14337476458678e-28,-0.310655914279503,0.567,0.777,3.14883186665445e-24,0.00149607
"Nop16",2.37251411667029e-28,-0.334529662456838,0.201,0.425,3.48546048880033e-24,-0.29181
"Rpl7l1",2.63716486609566e-28,-0.34803763064347,0.351,0.574,3.87425890478114e-24,-0.0907403
"Glrx5",3.05139559603057e-28,-0.33462167544606,0.404,0.63,4.48280527012851e-24,-0.0227222
"Mtap",3.08883672368414e-28,-0.298203189656339,0.181,0.408,4.53781003076438e-24,-0.473271
"Dock2",3.45586202037759e-28,0.402656382364703,0.803,0.726,5.07700689413672e-24,0.348423
"Prmt7",3.71958937049631e-28,-0.315795376203405,0.199,0.428,5.46444874419613e-24,-0.510948
"Ddx27",4.39638659688574e-28,-0.338038603218228,0.351,0.569,6.45873154948484e-24,0.0732771
"Uhrf1",4.8994940745897e-28,-0.307532956274596,0.369,0.626,7.19784674497972e-24,-0.684943
"Snrpb",5.07899029406702e-28,-0.315114229432508,0.534,0.742,7.46154464101386e-24,-0.340157
"Utp20",5.67838491155079e-28,-0.33183980071423,0.23,0.46,8.34211527355927e-24,-0.437823
"Nudcd2",5.74310659772727e-28,-0.304675189744759,0.269,0.506,8.43719790272113e-24,-0.284174
"Htra2",6.41206846268626e-28,-0.295794376617575,0.191,0.416,9.41996977853238e-24,0.179537
"Atp5j2",6.79017544800788e-28,-0.313233735706104,0.582,0.801,9.97544675066837e-24,0.053496
"Chaf1a",7.39089157995985e-28,-0.329328390536938,0.297,0.533,1.0857958820119e-23,-0.793843
"Paics",8.53966638274053e-28,-0.303727299091212,0.621,0.825,1.25456238828841e-23,-0.514604
"Brix1",8.75698987074122e-28,-0.32604970651504,0.27,0.493,1.28648938191059e-23,-0.284272
"Sfpq",9.06677454110768e-28,-0.312379021769546,0.661,0.825,1.33199984783413e-23,-0.370557
"Hspa14",9.35784505896117e-28,-0.324067062373953,0.399,0.637,1.37476101761198e-23,-0.0962201
"Psmb5",9.41416412459562e-28,-0.310222207043353,0.264,0.497,1.38303485154434e-23,-0.155207
"Eftud2",1.14093415234136e-27,-0.323071770117016,0.446,0.661,1.67614636320469e-23,-0.534872
"Ctps",1.17605825996659e-27,-0.299142495643056,0.167,0.386,1.72774718971692e-23,-0.766535
"Sod1",1.19226551599419e-27,-0.270600725138548,0.761,0.902,1.75155726954706e-23,0.0257679
"Wdr74",1.23604259518709e-27,-0.289726790064719,0.182,0.408,1.81587017658935e-23,-0.246466
"Klf2",1.29320584369583e-27,0.38140729384806,0.397,0.218,1.89984870497354e-23,-0.194052
"Sqle",1.35211651817387e-27,-0.325537227603468,0.266,0.497,1.98639437684924e-23,-1.14727
"Sp100",1.42715160114694e-27,0.381068731094751,0.721,0.618,2.09662841724497e-23,0.322004
"Thy1",1.65457563193287e-27,-0.233917644801728,0.925,0.973,2.43073706087257e-23,0.0361165
"Rpph1",1.71976570370857e-27,-0.385531716327219,0.14,0.349,2.52650779531826e-23,-0.114825
"Trim28",1.75933714563514e-27,-0.299131810572361,0.493,0.715,2.58464220065258e-23,-0.539107
"Bub1b",2.01181119677508e-27,-0.291181723884145,0.342,0.604,2.95555182918228e-23,-0.816784
"Cdca7",2.15052352108838e-27,-0.292457136115572,0.184,0.404,3.15933410483094e-23,-0.51585
"Pop1",2.56603790467201e-27,-0.307365810702982,0.163,0.377,3.76976628575365e-23,-0.512577
"Eef1d",2.6495474949239e-27,-0.319453239199188,0.599,0.79,3.89245022479269e-23,-0.181465
"Trip13",3.15535383338588e-27,-0.304468675602867,0.196,0.421,4.6355303166272e-23,-0.990409
"Akap13",3.36965420814054e-27,0.423901856359434,0.884,0.814,4.95035899717926e-23,0.325551
"Uqcrc1",3.59351620613156e-27,-0.288876817328214,0.622,0.816,5.27923465842787e-23,-0.198238
"Slc25a5",3.61465548390699e-27,-0.281842725472114,0.609,0.809,5.31029037140776e-23,-0.293768
"Slc7a1",4.21592683720486e-27,-0.300969910594343,0.236,0.46,6.19361811653765e-23,-0.85284
"Bin2",4.21751470181983e-27,0.349371415363096,0.775,0.691,6.19595084844351e-23,0.486002
"Nop10",5.6399373433547e-27,-0.314200649515472,0.324,0.553,8.28563195112238e-23,0.268821
"Wdr36",5.69118620119885e-27,-0.296615578636669,0.315,0.553,8.36092164818123e-23,-0.419637
"Snrpd2",5.71978227277851e-27,-0.31411617102477,0.397,0.631,8.4029321369389e-23,0.11347
"Cdkn1b",5.78384951561635e-27,0.423332279349682,0.546,0.394,8.49705332339197e-23,-0.0581988
"Psmd12",6.11613044952918e-27,-0.314996662685307,0.39,0.617,8.98520724340332e-23,-0.262561
"Hnrnpd",6.70789660881556e-27,-0.310452665428248,0.609,0.807,9.85457090801094e-23,-0.475456
"Nod1",9.99350296161527e-27,0.349928171711127,0.255,0.113,1.4681455200909e-22,0.825541
"Mrpl17",1.11785196612697e-26,-0.310476832806289,0.278,0.505,1.64223632343714e-22,0.0275758
"Prpf31",1.23912176043794e-26,-0.306759340850388,0.331,0.562,1.82039377825937e-22,-0.295519
"Ppm1g",1.42783196562779e-26,-0.301574054398285,0.572,0.763,2.09762794070379e-22,-0.424053
"Pitrm1",1.61739271158901e-26,-0.305924038897866,0.282,0.516,2.37611163259541e-22,-0.388397
"2700094K13Rik",1.76209364011134e-26,-0.306446456500276,0.504,0.727,2.58869176668757e-22,NA
"Prps1",2.0935063976373e-26,-0.291610936741749,0.267,0.497,3.07557024876896e-22,-0.302024
"Bri3bp",2.1117445105446e-26,-0.298439338191496,0.342,0.568,3.10236386044107e-22,-0.590391
"Lfng",2.41632232236297e-26,0.394831934890154,0.563,0.411,3.54981912378343e-22,-0.771164
"Gmnn",2.51259011146619e-26,-0.273331677582375,0.345,0.61,3.69124613275498e-22,-0.496891
"Pecam1",3.14112687940036e-26,0.430936151448071,0.337,0.18,4.61462949852706e-22,1.27602
"Satb1",3.14255808674685e-26,0.388075568400378,0.788,0.713,4.6167320852398e-22,-0.127337
"Eif5b",3.16322897687619e-26,-0.28236652168565,0.331,0.576,4.64709968992881e-22,0.0595387
"Whsc1",3.58622611819626e-26,-0.285136916956427,0.506,0.749,5.26852479024213e-22,NA
"Fh1",4.73909162469876e-26,-0.275765075288958,0.331,0.567,6.96219950584494e-22,-0.104701
"Zmat3",5.15378548376284e-26,-0.364816003549503,0.11,0.304,7.571426254196e-22,0.00787807
"Ifnar1",5.42281178558805e-26,0.403277744779294,0.627,0.493,7.96665279420741e-22,0.366195
"Nomo1",6.4661063053164e-26,-0.313393765600492,0.288,0.513,9.49935677314032e-22,-0.630826
"Anapc5",6.61398900570217e-26,-0.280539576727182,0.64,0.83,9.71661124827706e-22,-0.186807
"Gltscr2",7.39627717530643e-26,0.329960568985146,0.855,0.844,1.08658707982427e-21,NA
"Wdr18",7.53326957174225e-26,-0.311342678838531,0.201,0.41,1.10671263278465e-21,-0.136094
"Hirip3",7.63870126113435e-26,-0.275392242050438,0.196,0.413,1.12220160227325e-21,-0.817293
"Eif4a3",7.8578057901807e-26,-0.310222369436305,0.476,0.703,1.15439024863545e-21,-0.179837
"Fam162a",7.8782994459952e-26,-0.272991058944373,0.399,0.642,1.15740097161115e-21,-0.323685
"Pmm1",8.13458009285423e-26,-0.314570163466888,0.187,0.397,1.19505116144121e-21,-0.507903
"Dtl",8.21666930809611e-26,-0.269964695067302,0.23,0.463,1.2071108880524e-21,-0.88591
"Phgdh",8.98870566691051e-26,-0.297876094016076,0.239,0.457,1.32053074952582e-21,-0.6592
"Tars",9.66911638142283e-26,-0.312356939385851,0.327,0.555,1.42048988759483e-21,-0.287391
"Samm50",1.04758895156672e-25,-0.30324064244003,0.416,0.635,1.53901292874666e-21,-0.0108
"Nip7",1.11016436952954e-25,-0.29842816360051,0.209,0.424,1.63094247527585e-21,-0.202493
"Sorl1",1.19693143839378e-25,0.427049970604745,0.555,0.403,1.75841197614431e-21,0.662608
"Sept7",1.3597335443081e-25,-0.296397576163537,0.637,0.817,1.99758454994303e-21,NA
"Ndufb8",1.44474597669598e-25,-0.284595568693715,0.461,0.701,2.12247631436406e-21,0.0658194
"Tyms",1.54997785037217e-25,-0.292714851367624,0.309,0.553,2.27707245998176e-21,-0.440324
"St6gal1",1.65144750717127e-25,0.285776624864423,0.2,0.077,2.42614153278531e-21,0.180006
"Ahnak",1.67526132312219e-25,0.495240279596454,0.682,0.58,2.46112640979881e-21,-0.276176
"Dhfr",1.67895487779364e-25,-0.294619120149535,0.27,0.503,2.46655261096664e-21,-0.628858
"Snhg6",1.70675564372319e-25,-0.288275249656376,0.16,0.365,2.50739471619374e-21,-0.180413
"Mrp63",1.72268436371131e-25,-0.312690049968115,0.437,0.659,2.53079559872828e-21,NA
"Dohh",1.73833446114491e-25,-0.302877385119873,0.218,0.431,2.55378715686798e-21,-0.182421
"Gadd45gip1",1.9211878462733e-25,-0.297451155454393,0.291,0.511,2.82241706496011e-21,-0.0527728
"Smarcc1",1.93337177427369e-25,-0.292753730876201,0.488,0.706,2.84031647358547e-21,-0.474193
"Ifi203",2.00347566359673e-25,0.326371990626032,0.401,0.233,2.94330609738996e-21,0.195292
"Ppil1",2.23251585376261e-25,-0.288897485998442,0.3,0.525,3.27978904076265e-21,-0.450401
"Tbl3",2.7332203925146e-25,-0.290916073973334,0.212,0.427,4.0153740786432e-21,-0.774615
"Wdhd1",3.09609102977037e-25,-0.292263014779537,0.254,0.469,4.54846733183565e-21,-0.696131
"Lonp1",3.76343967568022e-25,-0.276475332821816,0.399,0.639,5.52886922754181e-21,-0.894186
"Trac",4.17481595657079e-25,0.333481779099008,0.681,0.56,6.13322212179814e-21,NA
"Dnmt1",4.2447577219913e-25,-0.249818527319875,0.507,0.771,6.23597356937742e-21,-0.394801
"Gtpbp4",5.0034438951025e-25,-0.309168621109876,0.3,0.521,7.35055942629508e-21,0.137717
"Nap1l1",5.52628198771361e-25,-0.304712745725552,0.566,0.759,8.11866086815007e-21,-0.467007
"Phlda3",6.54411711235001e-25,-0.3140791772438,0.052,0.224,9.61396244975341e-21,0.404667
"Btg1",6.90788770426414e-25,0.374372618176842,0.373,0.21,1.01483778263344e-20,1.39864
"Srsf3",7.07627734420918e-25,-0.290402537204949,0.516,0.73,1.03957590463777e-20,-0.362213
"Eef1e1",7.27985601381609e-25,-0.278680075516332,0.157,0.36,1.06948364698972e-20,-0.233607
"Wdr75",7.45902569059127e-25,-0.29200218795192,0.213,0.425,1.09580546420476e-20,-0.146841
"Etfb",7.57557526939115e-25,-0.276093468448797,0.469,0.712,1.11292776282625e-20,-0.00122324
"Exosc8",7.85053691947869e-25,-0.299209318581183,0.445,0.663,1.15332237884061e-20,-0.270309
"Ywhag",8.74936916888618e-25,-0.281188314183953,0.376,0.608,1.28536982460107e-20,-1.14351
"Exosc2",9.24083681000131e-25,-0.277529174173293,0.206,0.421,1.35757133575729e-20,-0.0386912
"Larp1",9.93900491679828e-25,-0.279215068628429,0.43,0.647,1.46013921232684e-20,-0.5261
"Nucks1",1.02724796791176e-24,-0.270841766491446,0.601,0.83,1.50912998965917e-20,-0.697478
"Ddx3x",1.03442506475053e-24,-0.304978877208793,0.639,0.799,1.519673862625e-20,-0.593462
"Ms4a4b",1.06686146710375e-24,0.276547748551442,0.89,0.789,1.56732618132212e-20,0.0805905
"Psmb7",1.15989458938405e-24,-0.314411560704679,0.434,0.656,1.70400114126411e-20,-0.450719
